crop_file,confidence
/content/drive/MyDrive/dataHN/data/processed/docs_yolo_ill_det_cropped/APT_1862_0128_01.jpg,0.9421481490135192
/content/drive/MyDrive/dataHN/data/processed/docs_yolo_ill_det_cropped/APT_1864_0521_01.jpg,0.7715656161308289
/content/drive/MyDrive/dataHN/data/processed/docs_yolo_ill_det_cropped/APT_1864_0521_02.jpg,0.7712868452072144
/content/drive/MyDrive/dataHN/data/processed/docs_yolo_ill_det_cropped/APT_1864_0521_03.jpg,0.4277594685554504
/content/drive/MyDrive/dataHN/data/processed/docs_yolo_ill_det_cropped/APT_1864_0521_04.jpg,0.3865208923816681
/content/drive/MyDrive/dataHN/data/processed/docs_yolo_ill_det_cropped/APT_1864_0521_05.jpg,0.3683854937553406
/content/drive/MyDrive/dataHN/data/processed/docs_yolo_ill_det_cropped/APT_1864_0521_06.jpg,0.2801517844200134
/content/drive/MyDrive/dataHN/data/processed/docs_yolo_ill_det_cropped/APT_1865_0025_01.jpg,0.9052360653877258
/content/drive/MyDrive/dataHN/data/processed/docs_yolo_ill_det_cropped/APT_1866_0060_01.jpg,0.9057572484016418
/content/drive/MyDrive/dataHN/data/processed/docs_yolo_ill_det_cropped/APT_1867_0013_01.jpg,0.93153315782547
/content/drive/MyDrive/dataHN/data/processed/docs_yolo_ill_det_cropped/APT_1867_0013_02.jpg,0.8723004460334778
/content/drive/MyDrive/dataHN/data/processed/docs_yolo_ill_det_cropped/APT_1867_0013_03.jpg,0.5502479672431946
/content/drive/MyDrive/dataHN/data/processed/docs_yolo_ill_det_cropped/APT_1867_0013_04.jpg,0.4717400074005127
/content/drive/MyDrive/dataHN/data/processed/docs_yolo_ill_det_cropped/APT_1867_0044_01.jpg,0.8895474672317505
/content/drive/MyDrive/dataHN/data/processed/docs_yolo_ill_det_cropped/APT_1867_0045_01.jpg,0.9505806565284728
/content/drive/MyDrive/dataHN/data/processed/docs_yolo_ill_det_cropped/APT_1867_0045_02.jpg,0.3397323191165924
/content/drive/MyDrive/dataHN/data/processed/docs_yolo_ill_det_cropped/APT_1867_0045_03.jpg,0.260703295469284
/content/drive/MyDrive/dataHN/data/processed/docs_yolo_ill_det_cropped/APT_1868_0034_01.jpg,0.64288330078125
/content/drive/MyDrive/dataHN/data/processed/docs_yolo_ill_det_cropped/APT_1868_0034_02.jpg,0.6159504055976868
/content/drive/MyDrive/dataHN/data/processed/docs_yolo_ill_det_cropped/APT_1868_0034_03.jpg,0.6116296052932739
/content/drive/MyDrive/dataHN/data/processed/docs_yolo_ill_det_cropped/APT_1868_0034_04.jpg,0.5916610360145569
/content/drive/MyDrive/dataHN/data/processed/docs_yolo_ill_det_cropped/APT_1868_0081_01.jpg,0.9211930632591248
/content/drive/MyDrive/dataHN/data/processed/docs_yolo_ill_det_cropped/APT_1868_0081_02.jpg,0.7079570293426514
/content/drive/MyDrive/dataHN/data/processed/docs_yolo_ill_det_cropped/APT_1868_0081_03.jpg,0.6143833994865417
/content/drive/MyDrive/dataHN/data/processed/docs_yolo_ill_det_cropped/APT_1868_0089_01.jpg,0.8234727382659912
/content/drive/MyDrive/dataHN/data/processed/docs_yolo_ill_det_cropped/APT_1868_0089_02.jpg,0.5875604748725891
/content/drive/MyDrive/dataHN/data/processed/docs_yolo_ill_det_cropped/APT_1868_0089_03.jpg,0.3812747895717621
/content/drive/MyDrive/dataHN/data/processed/docs_yolo_ill_det_cropped/APT_1869_0035_01.jpg,0.9170325994491576
/content/drive/MyDrive/dataHN/data/processed/docs_yolo_ill_det_cropped/APT_1869_0035_02.jpg,0.5483995676040649
/content/drive/MyDrive/dataHN/data/processed/docs_yolo_ill_det_cropped/APT_1869_0040_01.jpg,0.9130423665046692
