,Description,Vente,Loc,Date_iso,Date_str,Lot,Img_urls,Auteur,Url_lot,Maison_encheres,Id,Fichiers_img,error,url
143,"A LARGE BLUE AND WHITE BOTTLE VASE; SAMSON, FRANCE OR YILDIZ, TURKEY, CIRCA 1870","The Ann & Gordon Getty Collection: Indian, Ottoman, Global Works of Art, Jewelry and Textiles",Online,2022-10-24,24 October 2022,1102,"['https://www.christies.com/img/LotImages/2022/NYR/2022_NYR_20866_1102_000(a_large_blue_and_white_bottle_vase_samson_france_or_yildiz_turkey_circ012437).jpg', 'https://www.christies.com/img/LotImages/2022/NYR/2022_NYR_20866_1102_001(a_large_blue_and_white_bottle_vase_samson_france_or_yildiz_turkey_circ012442).jpg', 'https://www.christies.com/img/LotImages/2022/NYR/2022_NYR_20866_1102_002(a_large_blue_and_white_bottle_vase_samson_france_or_yildiz_turkey_circ012447).jpg', 'https://www.christies.com/img/LotImages/2022/NYR/2022_NYR_20866_1102_003(a_large_blue_and_white_bottle_vase_samson_france_or_yildiz_turkey_circ012452).jpg', 'https://www.christies.com/img/LotImages/2022/NYR/2022_NYR_20866_1102_004(a_large_blue_and_white_bottle_vase_samson_france_or_yildiz_turkey_circ012458).jpg', 'https://www.christies.com/img/LotImages/2022/NYR/2022_NYR_20866_1102_005(a_large_blue_and_white_bottle_vase_samson_france_or_yildiz_turkey_circ012506).jpg']",Samson,https://onlineonly.christies.com/sso?objectid=20866.1102&lotnumber=1102,Christies,Christies_2022-10-24_1102,"['Christies_2022-10-24_1102_01.jpg', 'Christies_2022-10-24_1102_02.jpg', 'Christies_2022-10-24_1102_03.jpg', 'Christies_2022-10-24_1102_04.jpg', 'Christies_2022-10-24_1102_05.jpg', 'Christies_2022-10-24_1102_06.jpg']",,
144,"A LARGE IZNIK STYLE SAMSON POTTERY DISH; SAMSON, FRANCE, LATE 19TH CENTURY",Arts & Textiles of the Islamic and Indian Worlds,London (South Kensington),2014-04-11,11 April 2014,449,['https://www.christies.com/img/LotImages/2014/CSK/2014_CSK_05270_0449_000(a_large_iznik_style_samson_pottery_dish_samson_france_late_19th_centur022541).jpg'],Samson,https://www.christies.com/en/lot/lot-5782112,Christies,Christies_2014-04-11_449,['Christies_2014-04-11_449_01.jpg'],,
145,"A SAMSON POTTERY ROSEWATER SPRINKLER IN THE IZNIK STYLE; FRANCE, LATE 19TH CENTURY",Arts & Textiles of the Islamic and Indian Worlds,London (South Kensington),2014-04-11,11 April 2014,448,['https://www.christies.com/img/LotImages/2014/CSK/2014_CSK_05270_0448_000(a_samson_pottery_rosewater_sprinkler_in_the_iznik_style_france_late_19022524).jpg'],Samson,https://www.christies.com/en/lot/lot-5782111,Christies,Christies_2014-04-11_448,['Christies_2014-04-11_448_01.jpg'],,
146,"A SAMSON IZNIK-STYLE BOTTLE; FRANCE, LATE 19TH CENTURY",Art of the Islamic & Indian Worlds,London,2011-04-07,07 April 2011,386,['https://www.christies.com/img/LotImages/2011/CKS/2011_CKS_07959_0386_000(a_samson_iznik-style_bottle_france_late_19th_century071021).jpg'],Samson,https://www.christies.com/en/lot/lot-5422201,Christies,Christies_2011-04-07_386,['Christies_2011-04-07_386_01.jpg'],,
147,"A BRONZE GROUP OF SAMSON AND THE LION; NORTH ITALIAN, LATE 16TH CENTURY","Important European Furniture, Sculpture and Tapestries Including Three Private European Collections",London,2006-11-09,09 November 2006,244,['https://www.christies.com/img/LotImages/2006/CKS/2006_CKS_07272_0244_000(010655).jpg'],Samson,https://www.christies.com/en/lot/lot-4812419,Christies,Christies_2006-11-09_244,['Christies_2006-11-09_244_01.jpg'],,
148,"A LARGE IZNIK-STYLE POTTERY VASE; SAMSON, PARIS, FRANCE, CIRCA 1878",Art of the Islamic and Indian Worlds Including Oriental Rugs and Carpets,London,2019-05-02,02 May 2019,196,"['https://www.christies.com/img/LotImages/2019/CKS/2019_CKS_17177_0196_000(a_large_iznik-style_pottery_vase_samson_paris_france_circa_1878111739).jpg', 'https://www.christies.com/img/LotImages/2019/CKS/2019_CKS_17177_0196_001(a_large_iznik-style_pottery_vase_samson_paris_france_circa_1878111748).jpg']",Samson,https://www.christies.com/en/lot/lot-6195399,Christies,Christies_2019-05-02_196,"['Christies_2019-05-02_196_01.jpg', 'Christies_2019-05-02_196_02.jpg']",,
149,"AN IMPRESSIVE IZNIK-STYLE POTTERY VASE; SAMSON, FRANCE, CIRCA 1878",Arts & Textiles of the Islamic & Indian Worlds,London (South Kensington),2016-04-22,22 April 2016,414,['https://www.christies.com/img/LotImages/2016/CSK/2016_CSK_12282_0414_000(an_impressive_iznik-style_pottery_vase_samson_france_circa_1878091644).jpg'],Samson,https://www.christies.com/en/lot/lot-5986208,Christies,Christies_2016-04-22_414,['Christies_2016-04-22_414_01.jpg'],,
150,"AN IZNIK STYLE EWER FOR THE TURKISH MARKET; SAMSON FACTORY, FRANCE, CIRCA 1900",An Aristocratic Château on the Côte d’Azur,Online,2020-08-04,04 August 2020,97,"['https://www.christies.com/img/LotImages/2020/CKS/2020_CKS_18852_0097_000(an_iznik_style_ewer_for_the_turkish_market_samson_factory_france_circa115911).jpg', 'https://www.christies.com/img/LotImages/2020/CKS/2020_CKS_18852_0097_001(an_iznik_style_ewer_for_the_turkish_market_samson_factory_france_circa120951).jpg']",Samson,https://onlineonly.christies.com/sso?objectid=18852.97&lotnumber=97,Christies,Christies_2020-08-04_97,"['Christies_2020-08-04_97_01.jpg', 'Christies_2020-08-04_97_02.jpg']",,
151,A SAMSON INDIAN-MARKET EWER AND COVER; CIRCA 1875,The Hodroff Collection Chinese Export Porcelain From The Collection of Leo & Doris Hodroff,New York,2007-01-24,24 January 2007,197,['https://www.christies.com/img/LotImages/2007/NYR/2007_NYR_01794_0197_000(013050).jpg'],Samson,https://www.christies.com/en/lot/lot-4855417,Christies,Christies_2007-01-24_197,['Christies_2007-01-24_197_01.jpg'],,
152,"A SAMSON IZNIK STYLE POTTERY TANKARD; FRANCE, LATE 19TH CENTURY",Art of the Islamic and Indian Worlds,London,2012-04-26,26 April 2012,369,['https://www.christies.com/img/LotImages/2012/CKS/2012_CKS_05169_0369_000(a_samson_iznik_style_pottery_tankard_france_late_19th_century082658).jpg'],Samson,https://www.christies.com/en/lot/lot-5551164,Christies,Christies_2012-04-26_369,['Christies_2012-04-26_369_01.jpg'],,
153,"A PAIR OF LARGE IZNIK-STYLE POTTERY BOTTLES; ONE SIGNED SAMSON, FRANCE, SECOND HALF 19TH CENTURY",Art of the Islamic and Indian Worlds Including Oriental Rugs and Carpets,London,2020-10-28,28 October 2020,143,"['https://www.christies.com/img/LotImages/2020/CKS/2020_CKS_18372_0143_000(a_pair_of_large_iznik-style_pottery_bottles_one_signed_samson_france_s055828).jpg', 'https://www.christies.com/img/LotImages/2020/CKS/2020_CKS_18372_0143_001(a_pair_of_large_iznik-style_pottery_bottles_one_signed_samson_france_s055833).jpg']",Samson,https://www.christies.com/en/lot/lot-6282211,Christies,Christies_2020-10-28_143,"['Christies_2020-10-28_143_01.jpg', 'Christies_2020-10-28_143_02.jpg']",,
154,"A LARGE GILT BLUE AND WHITE BOTTLE VASE; SAMSON, PARIS, FRANCE, CIRCA 1880",Arts & Textiles of the Islamic & Indian Worlds,London (South Kensington),2017-04-28,28 April 2017,286,['https://www.christies.com/img/LotImages/2017/CSK/2017_CSK_14345_0286_000(a_large_gilt_blue_and_white_bottle_vase_samson_paris_france_circa_1880043921).jpg'],Samson,https://www.christies.com/en/lot/lot-6068215,Christies,Christies_2017-04-28_286,['Christies_2017-04-28_286_01.jpg'],,
155,"A LARGE GILT BLUE-AND-WHITE BOTTLE AND AN ENSUITE PAIR OF ROSEWATER SPRINKLERS; SAMSON, FRANCE, LATE 19TH CENTURY",Arts & Textiles of the Islamic and Indian Worlds,London (South Kensington),2014-04-11,11 April 2014,447,['https://www.christies.com/img/LotImages/2014/CSK/2014_CSK_05270_0447_000(a_large_gilt_blue-and-white_bottle_and_an_ensuite_pair_of_rosewater_sp022459).jpg'],Samson,https://www.christies.com/en/lot/lot-5782110,Christies,Christies_2014-04-11_447,['Christies_2014-04-11_447_01.jpg'],,
156,"A LARGE GILT BLUE AND WHITE BOTTLE VASE; SAMSON, FRANCE, CIRCA 1880",Looking East: Art of India and Western Asia,Online,2015-11-19,19 November 2015,102,"['https://www.christies.com/img/LotImages/2015/CSK/2015_CSK_11184_0102_000(a_large_gilt_blue_and_white_bottle_vase_samson_france_circa_1870-80081821).jpg', 'https://www.christies.com/img/LotImages/2015/CSK/2015_CSK_11184_0102_001(a_large_gilt_blue_and_white_bottle_vase_samson_france_circa_1870-80081849).jpg']",Samson,https://onlineonly.christies.com/sso?objectid=11184.102&lotnumber=102,Christies,Christies_2015-11-19_102,"['Christies_2015-11-19_102_01.jpg', 'Christies_2015-11-19_102_02.jpg']",,
157,"A SAMSON IZNIK-STYLE POTTERY FOOTED BOWL, LATE 19TH CENTURY; ",Indian & Islamic Works of Art and Textiles,London (South Kensington),2010-10-08,08 October 2010,268,['https://www.christies.com/img/LotImages/2010/CSK/2010_CSK_05499_0268_000(a_samson_iznik-style_pottery_footed_bowl_late_19th_century011020).jpg'],Samson,https://www.christies.com/en/lot/lot-5360472,Christies,Christies_2010-10-08_268,['Christies_2010-10-08_268_01.jpg'],,
158,"A SAMSON IZNIK-STYLE POTTERY FOOTED BOWL, LATE 19TH CENTURY; ",Indian & Islamic Works of Art and Textiles,London (South Kensington),2010-10-08,08 October 2010,268,['https://www.christies.com/img/LotImages/2010/CSK/2010_CSK_05499_0268_000(a_samson_iznik-style_pottery_footed_bowl_late_19th_century011020).jpg'],Samson,https://www.christies.com/en/lot/lot-5360472,Christies,Christies_2010-10-08_268,['Christies_2010-10-08_268_01.jpg'],,
159,"AN IZNIK STYLE POTTERY TANKARD; MARKED SAMSON, FRANCE, CIRCA 1880",Arts & Textiles of the Islamic & Indian Worlds,London (South Kensington),2016-10-21,21 October 2016,203,['https://www.christies.com/img/LotImages/2016/CSK/2016_CSK_12283_0203_000(an_iznik_style_pottery_tankard_marked_samson_france_circa_1880022623).jpg'],Samson,https://www.christies.com/en/lot/lot-6025987,Christies,Christies_2016-10-21_203,['Christies_2016-10-21_203_01.jpg'],,
160,"A PAIR OF SAMSON IZNIK STYLE BOTTLE VASES, FRANCE, 19TH CENTURY; ",Islamic Works of Art & Textiles,London (South Kensington),2008-10-06,06 October 2008,184,['https://www.christies.com/img/LotImages/2008/CSK/2008_CSK_05334_0184_000(043210).jpg'],Samson,https://www.christies.com/en/lot/lot-5125757,Christies,Christies_2008-10-06_184,['Christies_2008-10-06_184_01.jpg'],,
161,"A PAIR OF LARGE BLUE AND WHITE BOTTLE VASES; SAMSON, FRANCE, CIRCA 1870",Art of the Islamic and Indian Worlds,London,2008-04-08,08 April 2008,174,['https://www.christies.com/img/LotImages/2008/CKS/2008_CKS_07571_0174_000(033852).jpg'],Samson,https://www.christies.com/en/lot/lot-5057542,Christies,Christies_2008-04-08_174,['Christies_2008-04-08_174_01.jpg'],,
162,"A PAIR OF LARGE GILT BLUE AND WHITE BOTTLE VASES; SAMSON, FRANCE, CIRCA 1870-1880",Arts & Textiles of the Islamic & Indian Worlds,London (South Kensington),2016-04-22,22 April 2016,429,['https://www.christies.com/img/LotImages/2016/CSK/2016_CSK_12282_0429_000(a_pair_of_large_gilt_blue_and_white_bottle_vases_samson_france_circa_1092224).jpg'],Samson,https://www.christies.com/en/lot/lot-5986223,Christies,Christies_2016-04-22_429,['Christies_2016-04-22_429_01.jpg'],,
163,"AN IZNIK STYLE POTTERY TANKARD; MARKED SAMSON, FRANCE, CIRCA 1880",Arts & Textiles of the Islamic & Indian Worlds,London (South Kensington),2016-10-21,21 October 2016,202,['https://www.christies.com/img/LotImages/2016/CSK/2016_CSK_12283_0202_000(an_iznik_style_pottery_tankard_marked_samson_france_circa_1880022612).jpg'],Samson,https://www.christies.com/en/lot/lot-6025986,Christies,Christies_2016-10-21_202,['Christies_2016-10-21_202_01.jpg'],,
164,"A KUTAHYA-STYLE POTTERY EWER; SAMSON, FRANCE, LATE 19TH CENTURY",Arts & Textiles of the Islamic & Indian Worlds,London (South Kensington),2016-04-22,22 April 2016,427,['https://www.christies.com/img/LotImages/2016/CSK/2016_CSK_12282_0427_000(a_kutahya-style_pottery_ewer_samson_france_late_19th_century092143).jpg'],Samson,https://www.christies.com/en/lot/lot-5986221,Christies,Christies_2016-04-22_427,['Christies_2016-04-22_427_01.jpg'],,
165,"A LARGE UMBRELLA-HOLDER IN THE 'DAMASCUS' IZNIK STYLE; SAMSON, FRANCE, LATE 19TH CENTURY",Arts & Textiles of the Islamic & Indian Worlds,London (South Kensington),2014-10-10,10 October 2014,501,['https://www.christies.com/img/LotImages/2014/CSK/2014_CSK_05526_0501_000(a_large_umbrella-holder_in_the_damascus_iznik_style_probably_samson_fr060941).jpg'],Samson,https://www.christies.com/en/lot/lot-5826441,Christies,Christies_2014-10-10_501,['Christies_2014-10-10_501_01.jpg'],,
166,"A SMALL IZNIK-STYLE POTTERY VASE; SAMSON, FRANCE, LATE 19TH CENTURY",Arts & Textiles of the Islamic & Indian Worlds,London (South Kensington),2016-04-22,22 April 2016,428,['https://www.christies.com/img/LotImages/2016/CSK/2016_CSK_12282_0428_000(a_small_iznik-style_pottery_vase_samson_france_late_19th_century092204).jpg'],Samson,https://www.christies.com/en/lot/lot-5986222,Christies,Christies_2016-04-22_428,['Christies_2016-04-22_428_01.jpg'],,
167,"A CONTINENTAL EARTHENWARE COPPER-LUSTRE AND BLUE ALHAMBRA AMPHORA VASE, ON A WROUGHT-IRON TRIPOD STAND; LATE 19TH CENTURY, POSSIBLY THEODORE DECK OR SAMSON",The Opulent Eye,New York,2013-04-18,18 April 2013,132,['https://www.christies.com/img/LotImages/2013/NYR/2013_NYR_02695_0132_000(a_continental_earthenware_copper-lustre_and_blue_alhambra_amphora_vase031249).jpg'],Samson,https://www.christies.com/en/lot/lot-5666479,Christies,Christies_2013-04-18_132,['Christies_2013-04-18_132_01.jpg'],,
168,"VERSEUSE DE STYLE KUTAHYA; FRANCE, SAMSON, XIXEME SIECLE",Art des terres d'Islam,Paris,2008-11-05,05 November 2008,113,['https://www.christies.com/img/LotImages/2008/PAR/2008_PAR_05552_0113_000(044234).jpg'],Samson,https://www.christies.com/en/lot/lot-5141078,Christies,Christies_2008-11-05_113,['Christies_2008-11-05_113_01.jpg'],,
169,"A LARGE BOTTLE VASE IN THE IZNIK STYLE; SAMSON, FRANCE, LATE 19TH CENTURY",Christie's Interiors,London (South Kensington),2013-04-23,23 April 2013,34,['https://www.christies.com/img/LotImages/2013/CSK/2013_CSK_08655_0034_000(a_large_bottle_vase_in_the_iznik_style_samson_france_late_19th_century034741).jpg'],Samson,https://www.christies.com/en/lot/lot-5669957,Christies,Christies_2013-04-23_34,['Christies_2013-04-23_34_01.jpg'],,
170,"A LARGE IZNIK STYLE DISH, POSSIBLY SAMSON, FRANCE OR ITALY, 19TH CENTURY; ",Indian & Islamic Works of Art & Textiles,London (South Kensington),2009-04-03,03 April 2009,133,['https://www.christies.com/img/LotImages/2009/CSK/2009_CSK_05830_0133_000(051550).jpg'],Samson,https://www.christies.com/en/lot/lot-5186480,Christies,Christies_2009-04-03_133,['Christies_2009-04-03_133_01.jpg'],,
171,"A Samson baluster vase
19th century; ",Islamic and Indian Works of Art                             ,London (South Kensington),2002-10-18,18 October 2002,203,['https://www.christies.com/img/LotImages/2002/CSK/2002_CSK_09481_0203_000(051005).jpg'],Samson,https://www.christies.com/en/lot/lot-3995488,Christies,Christies_2002-10-18_203,['Christies_2002-10-18_203_01.jpg'],,
172,"A LARGE GILT BLUE AND WHITE BOTTLE VASE; PROBABLY SAMSON, FRANCE, CIRCA 1870-80",Arts of Islam Including Property from the Bequest of Adrienne Minassian sold to benefit Brown University,London (South Kensington),2013-04-26,26 April 2013,865,['https://www.christies.com/img/LotImages/2013/CSK/2013_CSK_08673_0865_000(a_large_gilt_blue_and_white_bottle_vase_probably_samson_france_circa_1010611).jpg'],Samson,https://www.christies.com/en/lot/lot-5671868,Christies,Christies_2013-04-26_865,['Christies_2013-04-26_865_01.jpg'],,
173,"TWO POTTERY VASES; WITH MAKER'S MARKS OF ULISSE CANTAGALLI AND SAMSON, FRANCE AND ITALY, LATE 19TH CENTURY",Arts & Textiles of the Islamic & Indian Worlds,London (South Kensington),2015-04-24,24 April 2015,430,['https://www.christies.com/img/LotImages/2015/CSK/2015_CSK_10428_0430_000(two_pottery_vases_with_makers_marks_of_ulisse_cantagalli_and_samson_fr011350).jpg'],Samson,https://www.christies.com/en/lot/lot-5881500,Christies,Christies_2015-04-24_430,['Christies_2015-04-24_430_01.jpg'],,
174,"A LARGE BLUE AND WHITE BOTTLE VASE; SAMSON, FRANCE OR YILDIZ, TURKEY, CIRCA 1870",Islamic,London,1999-10-12,12 October 1999,343,['https://www.christies.com/img/LotImages/1999/CKS/1999_CKS_06198_0343_000(115729).jpg'],Samson,https://www.christies.com/en/lot/lot-1546726,Christies,Christies_1999-10-12_343,['Christies_1999-10-12_343_01.jpg'],,
175,"A pair of Syrian style Samson pottery vases, 19th Century; ",Indian and Islamic Works of Art including Property from the ,London (South Kensington),2004-04-30,30 April 2004,233,['https://www.christies.com/img/LotImages/2004/CSK/2004_CSK_09835_0233_000(075751).jpg'],Samson,https://www.christies.com/en/lot/lot-4279610,Christies,Christies_2004-04-30_233,['Christies_2004-04-30_233_01.jpg'],,
176,"A FRENCH GLAZED POTTERY GILT-BRASS MOUNTED TABLE LAMP; POSSIBLY SAMSON, LATE 19TH CENTURY",Furniture and Decorative Objects,London (South Kensington),2006-10-17,17 October 2006,129,['https://www.christies.com/img/LotImages/2006/CSK/2006_CSK_04965_0129_000(125413).jpg'],Samson,https://www.christies.com/en/lot/lot-4793986,Christies,Christies_2006-10-17_129,['Christies_2006-10-17_129_01.jpg'],,
177,"VASE A DOUBLE PANSE DANS LE STYLE IZNIK; SAMSON, TRAVAIL EUROPEEN, DU XIXÈME SIECLE",Interieurs                                                  ,Paris,2005-09-15,15 September 2005,997,['https://www.christies.com/img/LotImages/2005/PAR/2005_PAR_05314_0997_000(104346).jpg'],Samson,https://www.christies.com/en/lot/lot-4568414,Christies,Christies_2005-09-15_997,['Christies_2005-09-15_997_01.jpg'],,
178,"A SILVER-GILT-MOUNTED VASE; THE PORCELAIN PROBABLY SAMSON, 19TH CENTURY, THE MOUNTS WITH MAKER'S MARK FOR LIONEL ALFRED CRICHTON, LONDON, 1913","Chinese Ceramics and Works of Art, Including Export Art",London,2006-07-11,11 July 2006,183,['https://www.christies.com/img/LotImages/2006/CKS/2006_CKS_07255_0183_000(122543).jpg'],Samson,https://www.christies.com/en/lot/lot-4746417,Christies,Christies_2006-07-11_183,['Christies_2006-07-11_183_01.jpg'],,
179,"A SAMSON SAFAVID-STYLE CERAMIC BOTTLE; FRANCE, LATE 19TH CENTURY","Art of the Islamic and Indian Worlds Including A Private Collection Donated to Benefit The University of Oxford, Part V",London,2014-04-10,10 April 2014,236,['https://www.christies.com/img/LotImages/2014/CKS/2014_CKS_01520_0236_000(a_samson_safavid-style_ceramic_bottle_france_late_19th_century055155).jpg'],Samson,https://www.christies.com/en/lot/lot-5780431,Christies,Christies_2014-04-10_236,['Christies_2014-04-10_236_01.jpg'],,
