,Description,Vente,Loc,Date_iso,Date_str,Lot,Img_urls,Auteur,Url_lot,Maison_encheres,Id,Fichiers_img,error,url
92,"AN IZNIK-STYLE POTTERY VASE; ULISSE CANTAGALLI, FLORENCE, ITALY, LATE 19TH CENTURY",Art of the Islamic and Indian Worlds Including Oriental Rugs and Carpets,London,2020-10-28,28 October 2020,142,"['https://www.christies.com/img/LotImages/2020/CKS/2020_CKS_18372_0142_000(an_iznik-style_pottery_vase_ulisse_cantagalli_florence_italy_late_19th055817).jpg', 'https://www.christies.com/img/LotImages/2020/CKS/2020_CKS_18372_0142_002(an_iznik-style_pottery_vase_ulisse_cantagalli_florence_italy_late_19th055825).jpg', 'https://www.christies.com/img/LotImages/2020/CKS/2020_CKS_18372_0142_001(an_iznik-style_pottery_vase_ulisse_cantagalli_florence_italy_late_19th055821).jpg']",Cantagalli,https://www.christies.com/en/lot/lot-6282210,Christies,Christies_2020-10-28_142,"['Christies_2020-10-28_142_01.jpg', 'Christies_2020-10-28_142_02.jpg', 'Christies_2020-10-28_142_03.jpg']",,
93,"AN IMPRESSIVE IZNIK-STYLE POTTERY VASE; ULISSE CANTAGALLI, FLORENCE, ITALY, LATE 19TH CENTURY",Art of the Islamic and Indian Worlds Including Oriental Rugs and Carpets,London,2020-06-25,25 June 2020,10,"['https://www.christies.com/img/LotImages/2020/CKS/2020_CKS_18371_0010_000(an_impressive_iznik-style_pottery_vase_ulisse_cantagalli_florence_ital122450).jpg', 'https://www.christies.com/img/LotImages/2020/CKS/2020_CKS_18371_0010_001(an_impressive_iznik-style_pottery_vase_ulisse_cantagalli_florence_ital122457).jpg']",Cantagalli,https://www.christies.com/en/lot/lot-6255685,Christies,Christies_2020-06-25_10,"['Christies_2020-06-25_10_01.jpg', 'Christies_2020-06-25_10_02.jpg']",,
94,"AN IMPRESSIVE IZNIK-STYLE POTTERY VASE; ULISSE CANTAGALLI, FLORENCE, ITALY, 19TH CENTURY",Arts & Textiles of the Islamic & Indian Worlds,London (South Kensington),2016-04-22,22 April 2016,426,['https://www.christies.com/img/LotImages/2016/CSK/2016_CSK_12282_0426_000(an_impressive_iznik-style_pottery_vase_ulisse_cantagalli_florence_ital092125).jpg'],Cantagalli,https://www.christies.com/en/lot/lot-5986220,Christies,Christies_2016-04-22_426,['Christies_2016-04-22_426_01.jpg'],,
95,"A PAIR OF POTTERY CANDLESTICKS IN THE IZNIK 'DAMASCUS' STYLE; ULISSE CANTAGALLI, FLORENCE, ITALY, LATE 19TH CENTURY",Arts & Textiles of the Islamic & Indian Worlds,London (South Kensington),2016-04-22,22 April 2016,416,['https://www.christies.com/img/LotImages/2016/CSK/2016_CSK_12282_0416_000(a_pair_of_pottery_candlesticks_in_the_iznik_damascus_style_ulisse_cant091733).jpg'],Cantagalli,https://www.christies.com/en/lot/lot-5986210,Christies,Christies_2016-04-22_416,['Christies_2016-04-22_416_01.jpg'],,
96,"A LARGE DAMASCUS STYLE POTTERY DISH; ULISSE CANTAGALLI, FLORENCE, ITALY, LATE 19TH CENTURY",Art of the Islamic and Indian Worlds Including Oriental Rugs and Carpets,London,2018-10-25,25 October 2018,274,['https://www.christies.com/img/LotImages/2018/CKS/2018_CKS_15505_0274_000(a_large_damascus_style_pottery_dish_ulisse_cantagalli_florence_italy_l100318).jpg'],Cantagalli,https://www.christies.com/en/lot/lot-6163091,Christies,Christies_2018-10-25_274,['Christies_2018-10-25_274_01.jpg'],,
97,"A POTTERY DISH IN THE IZNIK 'DAMASCUS' STYLE; ULISSE CANTAGALLI, FLORENCE, ITALY, LATE 19TH CENTURY",Arts & Textiles of the Islamic & Indian Worlds,London (South Kensington),2016-04-22,22 April 2016,415,['https://www.christies.com/img/LotImages/2016/CSK/2016_CSK_12282_0415_000(a_pottery_dish_in_the_iznik_damascus_style_ulisse_cantagalli_florence091707).jpg'],Cantagalli,https://www.christies.com/en/lot/lot-5986209,Christies,Christies_2016-04-22_415,['Christies_2016-04-22_415_01.jpg'],,
98,"A LARGE IZNIK STYLE POTTERY DISH; ULISSE CANTAGALLI, FLORENCE, ITALY, LATE 19TH CENTURY",Art of the Islamic and Indian Worlds,London,2016-10-20,20 October 2016,143,['https://www.christies.com/img/LotImages/2016/CKS/2016_CKS_12241_0143_000(a_large_iznik_style_pottery_dish_ulisse_cantagalli_florence_italy_late064754).jpg'],Cantagalli,https://www.christies.com/en/lot/lot-6024822,Christies,Christies_2016-10-20_143,['Christies_2016-10-20_143_01.jpg'],,
99,"AN IZNIK-STYLE POTTERY JUG; ULISSE CANTAGALLI, FLORENCE, ITALY, LATE 19TH CENTURY",Arts & Textiles of the Islamic & Indian Worlds,London (South Kensington),2016-04-22,22 April 2016,419,['https://www.christies.com/img/LotImages/2016/CSK/2016_CSK_12282_0419_000(an_iznik-style_pottery_jug_ulisse_cantagalli_florence_italy_late_19th075407).jpg'],Cantagalli,https://www.christies.com/en/lot/lot-5986213,Christies,Christies_2016-04-22_419,['Christies_2016-04-22_419_01.jpg'],,
100,"A Cantagalli charger
19th century; ",Islamic and Indian Works of Art                             ,London (South Kensington),2001-10-18,18 October 2001,231,['https://www.christies.com/img/LotImages/2001/CSK/2001_CSK_09219_0231_000(033605).jpg'],Cantagalli,https://www.christies.com/en/lot/lot-3116695,Christies,Christies_2001-10-18_231,['Christies_2001-10-18_231_01.jpg'],,
101,"A CANTAGALLI MAIOLICA ISNIK-STYLE DISH; LATE 19TH CENTURY, GREEN COCKEREL MARK",British and Continental Ceramics and Glass,London (South Kensington),2006-07-06,06 July 2006,1305,['https://www.christies.com/img/LotImages/2006/CSK/2006_CSK_04084_1305_000(122611).jpg'],Cantagalli,https://www.christies.com/en/lot/lot-4747039,Christies,Christies_2006-07-06_1305,['Christies_2006-07-06_1305_01.jpg'],,
102,"A PAIR OF LUSTRE POTTERY CANDLESTICKS; ULISSE CANTAGALLI, ITALY, LATE 19TH CENTURY",Arts & Textiles of the Islamic & Indian Worlds,London (South Kensington),2014-10-10,10 October 2014,497,['https://www.christies.com/img/LotImages/2014/CSK/2014_CSK_05526_0497_000(a_pair_of_lustre_pottery_candlesticks_ulisse_cantagalli_italy_late_19t060755).jpg'],Cantagalli,https://www.christies.com/en/lot/lot-5826437,Christies,Christies_2014-10-10_497,['Christies_2014-10-10_497_01.jpg'],,
103,"A LARGE IZNIK STYLE DISH; MARKED ULISSE CANTAGALLI, FLORENCE, ITALY, CIRCA 1880",Arts & Textiles of the Islamic & Indian Worlds,London (South Kensington),2016-10-21,21 October 2016,208,['https://www.christies.com/img/LotImages/2016/CSK/2016_CSK_12283_0208_000(a_large_iznik_style_dish_marked_ulisse_cantagalli_florence_italy_circa022725).jpg'],Cantagalli,https://www.christies.com/en/lot/lot-6025992,Christies,Christies_2016-10-21_208,['Christies_2016-10-21_208_01.jpg'],,
104,"AN ISNIK-STYLE VASE; LATE 19TH CENTURY, SAMSON OR CANTAGALLI",Christie's Interiors,London (South Kensington),2008-07-08,08 July 2008,433,['https://www.christies.com/img/LotImages/2008/CSK/2008_CSK_05357_0433_000(041106).jpg'],Cantagalli,https://www.christies.com/en/lot/lot-5098379,Christies,Christies_2008-07-08_433,['Christies_2008-07-08_433_01.jpg'],,
105,"AN IZNIK-STYLE POTTERY DISH; ULISSE CANTAGALLI, FLORENCE, ITALY, LATE 19TH CENTURY",Arts & Textiles of the Islamic & Indian Worlds,London (South Kensington),2016-10-21,21 October 2016,185,['https://www.christies.com/img/LotImages/2016/CSK/2016_CSK_12283_0185_000(an_iznik-style_pottery_dish_ulisse_cantagalli_florence_italy_late_19th022303).jpg'],Cantagalli,https://www.christies.com/en/lot/lot-6025969,Christies,Christies_2016-10-21_185,['Christies_2016-10-21_185_01.jpg'],,
106,"AN IZNIK-STYLE POTTERY COFFEE POT; ULISSE CANTAGALLI, FLORENCE, ITALY, LATE 19TH CENTURY",Arts & Textiles of the Islamic & Indian Worlds,London (South Kensington),2016-10-21,21 October 2016,213,['https://www.christies.com/img/LotImages/2016/CSK/2016_CSK_12283_0213_000(an_iznik-style_pottery_coffee_pot_ulisse_cantagalli_florence_italy_lat022817).jpg'],Cantagalli,https://www.christies.com/en/lot/lot-6025997,Christies,Christies_2016-10-21_213,['Christies_2016-10-21_213_01.jpg'],,
107,A Cantagalli Iznik style cylindrical tankard; ,Islamic and Oriental Works of Art                           ,London (South Kensington),2000-10-12,12 October 2000,376,['https://www.christies.com/img/LotImages/2000/CSK/2000_CSK_08899_0376_000(015841).jpg'],Cantagalli,https://www.christies.com/en/lot/lot-1912759,Christies,Christies_2000-10-12_376,['Christies_2000-10-12_376_01.jpg'],,
108,"A Cantagalli Iznik style charger
19th century; ",Islamic and Indian Works of Art                             ,London (South Kensington),2001-10-18,18 October 2001,224,['https://www.christies.com/img/LotImages/2001/CSK/2001_CSK_09219_0224_000(033604).jpg'],Cantagalli,https://www.christies.com/en/lot/lot-3116688,Christies,Christies_2001-10-18_224,['Christies_2001-10-18_224_01.jpg'],,
109,"TWO IZNIK-STYLE POTTERY PERFUME BOTTLES; ULISSE CANTAGALLI, FLORENCE, ITALY, SECOND HALF 19TH CENTURY",Arts & Textiles of the Islamic & Indian Worlds,London (South Kensington),2017-04-28,28 April 2017,279,['https://www.christies.com/img/LotImages/2017/CSK/2017_CSK_14345_0279_000(two_iznik-style_pottery_perfume_bottles_ulisse_cantagalli_florence_ita043816).jpg'],Cantagalli,https://www.christies.com/en/lot/lot-6068208,Christies,Christies_2017-04-28_279,['Christies_2017-04-28_279_01.jpg'],,
110,"TWO POTTERY VASES; WITH MAKER'S MARKS OF ULISSE CANTAGALLI AND SAMSON, FRANCE AND ITALY, LATE 19TH CENTURY",Arts & Textiles of the Islamic & Indian Worlds,London (South Kensington),2015-04-24,24 April 2015,430,['https://www.christies.com/img/LotImages/2015/CSK/2015_CSK_10428_0430_000(two_pottery_vases_with_makers_marks_of_ulisse_cantagalli_and_samson_fr011350).jpg'],Cantagalli,https://www.christies.com/en/lot/lot-5881500,Christies,Christies_2015-04-24_430,['Christies_2015-04-24_430_01.jpg'],,
111,"VASE CERAMIQUE BLEU ET BLANC; THEODORE DECK, FRANCE, XIX SIECLE",Collection du Prince et de la Princesse Sadruddin Aga Khan. Une passion pour les arts mise en scène par Henri Samuel. Session online,Online,2020-10-06,06 October 2020,258,['https://www.christies.com/img/LotImages/2020/PAR/2020_PAR_19744_0258_000(vase_ceramique_bleu_et_blanc_theodore_deck_france_xix_siecle023810).jpg'],Deck,https://onlineonly.christies.com/sso?objectid=19744.258&lotnumber=258,Christies,Christies_2020-10-06_258,['Christies_2020-10-06_258_01.jpg'],,
112,"A PAIR OF GILT-BRONZE MOUNTED THEODORE DECK FAIENCE CELADON-GROUND VASES, MOUNTED AS LAMPS; CIRCA 1875, IMPRESSED THD MONOGRAM MARK, THE BASE PLATES MARKED GAGNEAU","The Collector: Silver, 19th Century Furniture, Sculpture, Works of Art, Ceramics & Carpets",New York,2018-04-10,10 April 2018,337,['https://www.christies.com/img/LotImages/2018/NYR/2018_NYR_16828_0337_000(a_pair_of_gilt-bronze_mounted_theodore_deck_faience_celadon-ground_vas065041).jpg'],Deck,https://www.christies.com/en/lot/lot-6135862,Christies,Christies_2018-04-10_337,['Christies_2018-04-10_337_01.jpg'],,
113,"A PAIR OF ORMOLU-MOUNTED FRENCH FAIENCE MAMLUK STYLE SMALL BASINS AND COVERS; LATE 19TH CENTURY, POSSIBLY BY THEODORE DECK",Opulence,New York,2017-04-13,13 April 2017,6,"['https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_13921_0006_000(a_pair_of_ormolu-mounted_french_faience_mamluk_style_small_basins_and044431).jpg', 'https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_13921_0006_001(a_pair_of_ormolu-mounted_french_faience_mamluk_style_small_basins_and044439).jpg', 'https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_13921_0006_002(a_pair_of_ormolu-mounted_french_faience_mamluk_style_small_basins_and044451).jpg']",Deck,https://www.christies.com/en/lot/lot-6066873,Christies,Christies_2017-04-13_6,"['Christies_2017-04-13_6_01.jpg', 'Christies_2017-04-13_6_02.jpg', 'Christies_2017-04-13_6_03.jpg']",,
114,"A THEODORE DECK EARTHENWARE BOTTLE VASE; CIRCA 1870, IMPRESSED TD MONOGRAM",Christie's Interiors,London (South Kensington),2014-09-09,09 September 2014,294,['https://www.christies.com/img/LotImages/2014/CSK/2014_CSK_05550_0294_000(a_theodore_deck_earthenware_bottle_vase_circa_1870_impressed_td_monogr102816).jpg'],Deck,https://www.christies.com/en/lot/lot-5822246,Christies,Christies_2014-09-09_294,['Christies_2014-09-09_294_01.jpg'],,
115,"A THEODORE DECK TURQUOISE-GROUND CHARGER AND A PAIR OF VASES; CIRCA 1880, IMPRESSED TH. DECK",Christie's Interiors - Masters & Makers,London (South Kensington),2013-06-26,26 June 2013,708,['https://www.christies.com/img/LotImages/2013/CSK/2013_CSK_09957_0708_000(a_theodore_deck_turquoise-ground_charger_and_a_pair_of_vases_circa_188082103).jpg'],Deck,https://www.christies.com/en/lot/lot-5700007,Christies,Christies_2013-06-26_708,['Christies_2013-06-26_708_01.jpg'],,
116,"A POTTERY MOSQUE LAMP; BY THÉODORE DECK, FRANCE, CIRCA 1860",Art of the Islamic and Indian Worlds,London,2010-10-05,05 October 2010,400,['https://www.christies.com/img/LotImages/2010/CKS/2010_CKS_07871_0400_000(a_pottery_mosque_lamp_by_theodore_deck_france_circa_1860031850).jpg'],Deck,https://www.christies.com/en/lot/lot-5358993,Christies,Christies_2010-10-05_400,['Christies_2010-10-05_400_01.jpg'],,
117,"A PAIR OF ORMOLU-MOUNTED THEODORE DECK FAIENCE PERSIAN-BLUE VASES; LATE 19TH CENTURY, IMPRESSED TH.DECK MARKS","THE OPULENT EYE:19TH CENTURY FURNITURE, SCULPTURE, WORKS OF ART, CERAMIC & CARPETS",New York,2016-04-19,19 April 2016,3,['https://www.christies.com/img/LotImages/2016/NYR/2016_NYR_11628_0003_000(a_pair_of_ormolu-mounted_theodore_deck_faience_persian-blue_vases_late054238).jpg'],Deck,https://www.christies.com/en/lot/lot-5987434,Christies,Christies_2016-04-19_3,['Christies_2016-04-19_3_01.jpg'],,
118,"AN IZNIK-STYLE POTTERY VASE; THEODORE DECK, FRANCE, CIRCA 1870",Art and Textiles of the Islamic and Indian Worlds including Works from The Collection of the Late Simon Digby,London (South Kensington),2011-04-08,08 April 2011,556,['https://www.christies.com/img/LotImages/2011/CSK/2011_CSK_05744_0556_000(an_iznik-style_pottery_vase_theodore_deck_france_circa_1870084458).jpg'],Deck,https://www.christies.com/en/lot/lot-5422784,Christies,Christies_2011-04-08_556,['Christies_2011-04-08_556_01.jpg'],,
119,"A PAIR OF THEODORE DECK TURQUOISE-GLAZE FLASKS AND GILT-METAL COVERS; CIRCA 1859, INCISED THD MONOGRAMS",Christie's Interiors,London (South Kensington),2013-10-08,08 October 2013,95,['https://www.christies.com/img/LotImages/2013/CSK/2013_CSK_09502_0095_000(a_pair_of_theodore_deck_turquoise-glaze_flasks_and_gilt-metal_covers_c105628).jpg'],Deck,https://www.christies.com/en/lot/lot-5723653,Christies,Christies_2013-10-08_95,['Christies_2013-10-08_95_01.jpg'],,
120,PAIRE DE VASES EN FAIENCE FINE FRANCAISE (THEODORE DECK) DE LA FIN DU XIXEME SIECLE; MARQUES EN BLEU TD,Rendez-Vous - Intérieurs Classiques,Paris,2012-10-16,16 October 2012,53,['https://www.christies.com/img/LotImages/2012/PAR/2012_PAR_03542_0053_000(paire_de_vases_en_faience_fine_francaise_de_la_fin_du_xixeme_siecle_ma091408).jpg'],Deck,https://www.christies.com/en/lot/lot-5604908,Christies,Christies_2012-10-16_53,['Christies_2012-10-16_53_01.jpg'],,
121,"THÉODORE DECK (1823-1891); PLAT 'IZNIK', VERS 1861",Arts Décoratifs du XXe siècle et Design,Paris,2012-11-21,21 November 2012,13,['https://www.christies.com/img/LotImages/2012/PAR/2012_PAR_03516_0013_000(theodore_deck_plat_iznik_vers_1861124025).jpg'],Deck,https://www.christies.com/en/lot/lot-5632488,Christies,Christies_2012-11-21_13,['Christies_2012-11-21_13_01.jpg'],,
122,"A LARGE PAIR OF THEODORE DECK FAIENCE PERSIAN-STYLE VASES; CIRCA 1880, IRON-RED MARKS","The Collector: English & European Furniture, Ceramics, Silver & Works of Art",Online,2021-04-08,08 April 2021,283,"['https://www.christies.com/img/LotImages/2021/NYR/2021_NYR_19643_0283_000(a_pair_of_theodore_deck_persian-style_vases_circa_1880_iron-red_marks083315).jpg', 'https://www.christies.com/img/LotImages/2021/NYR/2021_NYR_19643_0283_001(a_pair_of_theodore_deck_persian-style_vases_circa_1880_iron-red_marks083323).jpg', 'https://www.christies.com/img/LotImages/2021/NYR/2021_NYR_19643_0283_002(a_pair_of_theodore_deck_persian-style_vases_circa_1880_iron-red_marks083330).jpg', 'https://www.christies.com/img/LotImages/2021/NYR/2021_NYR_19643_0283_003(a_pair_of_theodore_deck_persian-style_vases_circa_1880_iron-red_marks083338).jpg', 'https://www.christies.com/img/LotImages/2021/NYR/2021_NYR_19643_0283_004(a_pair_of_theodore_deck_persian-style_vases_circa_1880_iron-red_marks083345).jpg']",Deck,https://onlineonly.christies.com/sso?objectid=19643.283&lotnumber=283,Christies,Christies_2021-04-08_283,"['Christies_2021-04-08_283_01.jpg', 'Christies_2021-04-08_283_02.jpg', 'Christies_2021-04-08_283_03.jpg', 'Christies_2021-04-08_283_04.jpg', 'Christies_2021-04-08_283_05.jpg']",,
123,"AN IMPRESSIVE BASIN IN MAMLUK STYLE; THEODORE DECK, FRANCE, CIRCA 1863",Arts & Textiles of the Islamic & Indian Worlds,London (South Kensington),2016-04-22,22 April 2016,436,['https://www.christies.com/img/LotImages/2016/CSK/2016_CSK_12282_0436_000(an_impressive_basin_in_mamluk_style_theodore_deck_france_circa_1863092438).jpg'],Deck,https://www.christies.com/en/lot/lot-5986230,Christies,Christies_2016-04-22_436,['Christies_2016-04-22_436_01.jpg'],,
124,"A PAIR OF THEODORE DECK VASES; LATE 19TH CENTURY, IMPRESSED UPPERCASE TH.DECK MARK TO THE SIDES, ONE INCISED WITH CYPHER OF A BI-SECTED U, THE OTHER A U ENCLOSING A DOT ON SIDE","19th Century Furniture, Sculpture, Works of Art and         ",New York,2005-04-21,21 April 2005,690,['https://www.christies.com/img/LotImages/2005/NYR/2005_NYR_01504_0690_000(095742).jpg'],Deck,https://www.christies.com/en/lot/lot-4484698,Christies,Christies_2005-04-21_690,['Christies_2005-04-21_690_01.jpg'],,
125,"A THEODORE DECK FAIENCE CHARGER; DATED 1870, IMPRESSED AND ENRICHED IN RED WITH UPPERCASE TH.DECK 1870 MARK","19th Century Furniture, Sculpture, Works of Art and         ",New York,2005-04-21,21 April 2005,697,['https://www.christies.com/img/LotImages/2005/NYR/2005_NYR_01504_0697_000(095742).jpg'],Deck,https://www.christies.com/en/lot/lot-4484705,Christies,Christies_2005-04-21_697,['Christies_2005-04-21_697_01.jpg'],,
126,"A LARGE IZNIK-STYLE DISH AFTER THE MASTER OF THE HYACINTHS; MARKED THEODORE DECK, FRANCE, CIRCA 1865",Arts & Textiles of the Islamic & Indian Worlds,London (South Kensington),2015-04-24,24 April 2015,435,['https://www.christies.com/img/LotImages/2015/CSK/2015_CSK_10428_0435_000(a_large_iznik-style_dish_after_the_master_of_the_hyacinths_marked_theo011603).jpg'],Deck,https://www.christies.com/en/lot/lot-5883698,Christies,Christies_2015-04-24_435,['Christies_2015-04-24_435_01.jpg'],,
127,"A THEODORE DECK FAIENCE CHARGER; LATE 19TH CENTURY, IMPRESSED AND ENRICHED IN RED WITH UPPERCASE TH.DECK MARK","19th Century Furniture, Sculpture, Works of Art and         ",New York,2005-04-21,21 April 2005,698,['https://www.christies.com/img/LotImages/2005/NYR/2005_NYR_01504_0698_000(095742).jpg'],Deck,https://www.christies.com/en/lot/lot-4484706,Christies,Christies_2005-04-21_698,['Christies_2005-04-21_698_01.jpg'],,
128,"AN IZNIK-STYLE POTTERY JUG; THEODORE DECK, FRANCE, LATE 19TH CENTURY",Arts & Textiles of the Islamic & Indian Worlds,London (South Kensington),2016-04-22,22 April 2016,417,['https://www.christies.com/img/LotImages/2016/CSK/2016_CSK_12282_0417_000(an_iznik-style_pottery_jug_theodore_deck_france_late_19th_century091801).jpg'],Deck,https://www.christies.com/en/lot/lot-5986211,Christies,Christies_2016-04-22_417,['Christies_2016-04-22_417_01.jpg'],,
129,"AN IZNIK-STYLE POTTERY JUG; THEODORE DECK, FRANCE, CIRCA 1870",Arts & Textiles of the Islamic & Indian Worlds,London (South Kensington),2016-04-22,22 April 2016,420,['https://www.christies.com/img/LotImages/2016/CSK/2016_CSK_12282_0420_000(an_iznik-style_pottery_jug_theodore_deck_france_circa_1870075447).jpg'],Deck,https://www.christies.com/en/lot/lot-5986214,Christies,Christies_2016-04-22_420,['Christies_2016-04-22_420_01.jpg'],,
130,THEODORE DECK; VASE,Christopher Wood A Very Victorian Eye,London,2007-02-28,28 February 2007,221,['https://www.christies.com/img/LotImages/2007/CKS/2007_CKS_07363_0221_000(013449).jpg'],Deck,https://www.christies.com/en/lot/lot-4860726,Christies,Christies_2007-02-28_221,['Christies_2007-02-28_221_01.jpg'],,
131,"A RARE DATED IZNIK STYLE POTTERY JUG; MARKED THEODORE DECK, FRANCE, DATED 1870",Arts & Textiles of the Islamic & Indian Worlds,London (South Kensington),2016-10-21,21 October 2016,207,['https://www.christies.com/img/LotImages/2016/CSK/2016_CSK_12283_0207_000(a_rare_dated_iznik_style_pottery_jug_marked_theodore_deck_france_dated022714).jpg'],Deck,https://www.christies.com/en/lot/lot-6025991,Christies,Christies_2016-10-21_207,['Christies_2016-10-21_207_01.jpg'],,
132,"AN IZNIK-STYLE POTTERY PILGRIM FLASK; THEODORE DECK, PARIS, MID TO LATE 19TH CENTURY",Arts & Textiles of the Islamic & Indian Worlds,London (South Kensington),2017-04-28,28 April 2017,281,"['https://www.christies.com/img/LotImages/2017/CSK/2017_CSK_14345_0281_000(an_iznik-style_pottery_pilgrim_flask_theodore_deck_paris_mid_to_late_1043837).jpg', 'https://www.christies.com/img/LotImages/2017/CSK/2017_CSK_14345_0281_001(an_iznik-style_pottery_pilgrim_flask_theodore_deck_paris_mid_to_late_1065103).jpg', 'https://www.christies.com/img/LotImages/2017/CSK/2017_CSK_14345_0281_002(an_iznik-style_pottery_pilgrim_flask_theodore_deck_paris_mid_to_late_1065122).jpg', 'https://www.christies.com/img/LotImages/2017/CSK/2017_CSK_14345_0281_003(an_iznik-style_pottery_pilgrim_flask_theodore_deck_paris_mid_to_late_1065141).jpg']",Deck,https://www.christies.com/en/lot/lot-6068210,Christies,Christies_2017-04-28_281,"['Christies_2017-04-28_281_01.jpg', 'Christies_2017-04-28_281_02.jpg', 'Christies_2017-04-28_281_03.jpg', 'Christies_2017-04-28_281_04.jpg']",,
133,"A LARGE IZNIK STYLE POTTERY DISH; MARKED THEODORE DECK, FRANCE, CIRCA 1865",Arts & Textiles of the Islamic & Indian Worlds,London (South Kensington),2016-10-21,21 October 2016,217,['https://www.christies.com/img/LotImages/2016/CSK/2016_CSK_12283_0217_000(a_large_iznik_style_pottery_dish_marked_theodore_deck_france_circa_186022902).jpg'],Deck,https://www.christies.com/en/lot/lot-6026001,Christies,Christies_2016-10-21_217,['Christies_2016-10-21_217_01.jpg'],,
134,A Theodore Deck ceramic jug; ,20TH CENTURY CONTINENTAL DECORATIVE ARTS,London (South Kensington),2000-10-19,19 October 2000,144,['https://www.christies.com/img/LotImages/2000/CSK/2000_CSK_08911_0144_000(015554).jpg'],Deck,https://www.christies.com/en/lot/lot-1905181,Christies,Christies_2000-10-19_144,['Christies_2000-10-19_144_01.jpg'],,
135,,,,,,,,,,,,,'NoneType' object has no attribute 'get',https://onlineonly.christies.com/s/collection-du-prince-et-de-la-princesse-
136,"A SAMSON POTTERY MOSQUE LAMP IN THE IZNIK STYLE; WITH SAMSON MONOGRAM, FRANCE, LATE 19TH CENTURY",Arts & Textiles of the Islamic & Indian Worlds,London (South Kensington),2014-10-10,10 October 2014,502,['https://www.christies.com/img/LotImages/2014/CSK/2014_CSK_05526_0502_000(a_samson_pottery_mosque_lamp_in_the_iznik_style_with_samson_monogram_f060957).jpg'],Samson,https://www.christies.com/en/lot/lot-5826442,Christies,Christies_2014-10-10_502,['Christies_2014-10-10_502_01.jpg'],,
137,"A PAIR OF LARGE BLUE, GREEN AND WHITE BOTTLE VASES; SAMSON, FRANCE, CIRCA 1870",Art of the Islamic and Indian Worlds,London,2011-10-06,06 October 2011,472,['https://www.christies.com/img/LotImages/2011/CKS/2011_CKS_07987_0472_000(a_pair_of_large_blue_green_and_white_bottle_vases_samson_france_circa050907).jpg'],Samson,https://www.christies.com/en/lot/lot-5483351,Christies,Christies_2011-10-06_472,['Christies_2011-10-06_472_01.jpg'],,
138,"AN ISNIK-STYLE VASE; LATE 19TH CENTURY, SAMSON OR CANTAGALLI",Christie's Interiors,London (South Kensington),2008-07-08,08 July 2008,433,['https://www.christies.com/img/LotImages/2008/CSK/2008_CSK_05357_0433_000(041106).jpg'],Samson,https://www.christies.com/en/lot/lot-5098379,Christies,Christies_2008-07-08_433,['Christies_2008-07-08_433_01.jpg'],,
139,"A SAMSON IZNIK-STYLE JUG; FRANCE, CIRCA 1880 AD",Art and Textiles of the Islamic and Indian Worlds including Works from The Collection of the Late Simon Digby,London (South Kensington),2011-04-08,08 April 2011,558,['https://www.christies.com/img/LotImages/2011/CSK/2011_CSK_05744_0558_000(a_samson_iznik-style_jug_france_circa_1880_ad090230).jpg'],Samson,https://www.christies.com/en/lot/lot-5422786,Christies,Christies_2011-04-08_558,['Christies_2011-04-08_558_01.jpg'],,
140,A pair of Iznik-style Samson water-bottles; LATE 19TH CENTURY,European Noble and Private Collections,Amsterdam,2009-12-16,16 December 2009,189,['https://www.christies.com/img/LotImages/2009/AMS/2009_AMS_02835_0189_000(125628).jpg'],Samson,https://www.christies.com/en/lot/lot-5277982,Christies,Christies_2009-12-16_189,['Christies_2009-12-16_189_01.jpg'],,
141,"A IZNIK-STYLE POTTERY CANDLESTICK; SIGNED SAMSON, FRANCE, CIRCA 1880",Art of the Islamic and Indian Worlds including Oriental Rugs and Carpets,London,2022-10-27,27 October 2022,162,"['https://www.christies.com/img/LotImages/2022/CKS/2022_CKS_21017_0162_000(a_iznik-style_pottery_candlestick_signed_samson_france_circa_1880083148).jpg', 'https://www.christies.com/img/LotImages/2022/CKS/2022_CKS_21017_0162_001(a_iznik-style_pottery_candlestick_signed_samson_france_circa_1880083148).jpg', 'https://www.christies.com/img/LotImages/2022/CKS/2022_CKS_21017_0162_002(a_iznik-style_pottery_candlestick_signed_samson_france_circa_1880083148).jpg']",Samson,https://www.christies.com/en/lot/lot-6393425,Christies,Christies_2022-10-27_162,"['Christies_2022-10-27_162_01.jpg', 'Christies_2022-10-27_162_02.jpg', 'Christies_2022-10-27_162_03.jpg']",,
142,"A LARGE IZNIK-STYLE SAMSON PORCELAIN CHARGER; WITH SAMSON MARK, FRANCE, LATE 19TH CENTURY",Arts & Textiles of the Islamic & Indian Worlds,London (South Kensington),2014-10-10,10 October 2014,500,['https://www.christies.com/img/LotImages/2014/CSK/2014_CSK_05526_0500_000(a_large_iznik-style_samson_porcelain_charger_with_samson_mark_france_l060911).jpg'],Samson,https://www.christies.com/en/lot/lot-5826440,Christies,Christies_2014-10-10_500,['Christies_2014-10-10_500_01.jpg'],,
