titre	auteur	date	technique	lien	system_id	localisation	num_inventaire	image_url
Plat à la grande feuille sâz perlée sur un bouquet léger			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501233	04-501233	Ecouen, musée national de la Renaissance	E.Cl.8177	https://images.grandpalaisrmn.fr/thumb.php/01382943.jpg?ID=1433328
Plat aux rinceaux verts et rouges			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501287	04-501287	Ecouen, musée national de la Renaissance	E.Cl.8312	https://images.grandpalaisrmn.fr/thumb.php/01381443.jpg?ID=1193913
Plat au marli fleuri			painted,siliceous ceramics,glaze,200857, painted, siliceous ceramics, glaze, 200857	https://images.grandpalaisrmn.fr/ark:/36255/04-502284	04-502284	Ecouen, musée national de la Renaissance	E.Cl.8329	https://images.grandpalaisrmn.fr/thumb.php/01381441.jpg?ID=914589
Plat aux quatre grenades			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-502374	04-502374	Ecouen, musée national de la Renaissance	E.Cl.9419	https://images.grandpalaisrmn.fr/thumb.php/01379899.jpg?ID=1094569
Plat aux deux feuilles saz symétriques formant coeur			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501377	04-501377	Ecouen, musée national de la Renaissance	E.Cl.9589	https://images.grandpalaisrmn.fr/thumb.php/01379891.jpg?ID=603253
Plat à la grande feuille sâz			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501332	04-501332	Ecouen, musée national de la Renaissance	E.Cl.8461	https://images.grandpalaisrmn.fr/thumb.php/01378340.jpg?ID=1195447
Plat à grand bouquet symétrique			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-502329	04-502329	Ecouen, musée national de la Renaissance	E.Cl.8503	https://images.grandpalaisrmn.fr/thumb.php/01378339.jpg?ID=603526
Plat à décor de bateau à trois mâts			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501752	04-501752	Ecouen, musée national de la Renaissance	E.Cl.8342	https://images.grandpalaisrmn.fr/thumb.php/01368930.jpg?ID=607892
Plat à l'oiseau sur une pivoine			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501816	04-501816	Ecouen, musée national de la Renaissance	E.Cl.8369	https://images.grandpalaisrmn.fr/thumb.php/01367354.jpg?ID=1054609
Tondino aux tulipes et rosettes			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501870	04-501870	Ecouen, musée national de la Renaissance	E.Cl.7711	https://images.grandpalaisrmn.fr/thumb.php/01365809.jpg?ID=459099
Plat à décor de galère à trois mâts			glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-501843	04-501843	Ecouen, musée national de la Renaissance	E.Cl.9597	https://images.grandpalaisrmn.fr/thumb.php/01364256.jpg?ID=1287758
Plat à la rosace festonnée			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501879	04-501879	Ecouen, musée national de la Renaissance	E.Cl.8104	https://images.grandpalaisrmn.fr/thumb.php/01362718.jpg?ID=269443
Plat au médaillon meublé d'un rinceau de demi-fleurons			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501888	04-501888	Ecouen, musée national de la Renaissance	E.Cl.8241	https://images.grandpalaisrmn.fr/thumb.php/01361180.jpg?ID=1451536
Plat à décor rayonnant avec rosace			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-502383	04-502383	Ecouen, musée national de la Renaissance	E.Cl.9607	https://images.grandpalaisrmn.fr/thumb.php/01356565.jpg?ID=1450381
Plat à la palme au galon perlé			glaze,gold highlights,painted,siliceous ceramics, glaze, gold highlights, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-501386	04-501386	Ecouen, musée national de la Renaissance	E.Cl.9605	https://images.grandpalaisrmn.fr/thumb.php/01356564.jpg?ID=899023
Plat au lambrequin			painted,siliceous ceramics,glaze, painted, siliceous ceramics, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501323	04-501323	Ecouen, musée national de la Renaissance	E.Cl.8432	https://images.grandpalaisrmn.fr/thumb.php/01354997.jpg?ID=286669
Plat aux tulipes bleues et grappes de fleurs bleues			painted,siliceous ceramics,glaze, painted, siliceous ceramics, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-502320	04-502320	Ecouen, musée national de la Renaissance	E.Cl.8473	https://images.grandpalaisrmn.fr/thumb.php/01354993.jpg?ID=2112078
Plat à marli chantourné aux tiges fleuries			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502203	04-502203	Ecouen, musée national de la Renaissance	E.Cl.8131	https://images.grandpalaisrmn.fr/thumb.php/01353494.jpg?ID=1041752
Plat à la grande palme fleurie et aux branches cassées			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501206	04-501206	Ecouen, musée national de la Renaissance	E.Cl.8115	https://images.grandpalaisrmn.fr/thumb.php/01353457.jpg?ID=1347764
Plat aux trois feuilles sâz		1580	siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501215	04-501215	Ecouen, musée national de la Renaissance	E.Cl.8150	https://images.grandpalaisrmn.fr/thumb.php/01351953.jpg?ID=1408530
Plat aux hautes tiges de tulipes et d'oeillets			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502212	04-502212	Ecouen, musée national de la Renaissance	E.Cl.8139	https://images.grandpalaisrmn.fr/thumb.php/01351921.jpg?ID=1411175
Pichet aux sequins sur fond bleu			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502045	04-502045	Ecouen, musée national de la Renaissance	E.Cl.8402	https://images.grandpalaisrmn.fr/thumb.php/01348824.jpg?ID=251614
Petite coupe au fleuron trilobé			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502036	04-502036	Ecouen, musée national de la Renaissance	E.Cl.8396	https://images.grandpalaisrmn.fr/thumb.php/01345728.jpg?ID=1465371
Petite aiguière aux oeillets et tulipes			glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-502114	04-502114	Ecouen, musée national de la Renaissance	E.Cl.9291	https://images.grandpalaisrmn.fr/thumb.php/01344165.jpg?ID=1121622
Vase à décor de médaillons aux branches fleuries			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502123	04-502123	Ecouen, musée national de la Renaissance	E.Cl.9296	https://images.grandpalaisrmn.fr/thumb.php/01342607.jpg?ID=1470804
Grand plat au bouquet de tulipes, roses et palmes			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501946	04-501946	Ecouen, musée national de la Renaissance	E.Cl.8091	https://images.grandpalaisrmn.fr/thumb.php/01334807.jpg?ID=1067800
Plat à décor de tulipes bleues mouchetées de rouge et à la feuille saz			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501405	04-501405	Ecouen, musée national de la Renaissance	E.333	https://images.grandpalaisrmn.fr/thumb.php/01330198.jpg?ID=1086754
Plat à la frise d'animaux passant sur le marli			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501789	04-501789	Ecouen, musée national de la Renaissance	E.Cl.8361	https://images.grandpalaisrmn.fr/thumb.php/01328660.jpg?ID=886914
Plat aux quatre barques sur fond vert			siliceous ceramics,glaze,gold highlights,painted, siliceous ceramics, glaze, gold highlights, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501762	04-501762	Ecouen, musée national de la Renaissance	E.Cl.8350	https://images.grandpalaisrmn.fr/thumb.php/01327091.jpg?ID=1293986
Plat à décor de lion, lièvres et animaux fantastiques sur fond vert			glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-501780	04-501780	Ecouen, musée national de la Renaissance	E.Cl.8357	https://images.grandpalaisrmn.fr/thumb.php/01325542.jpg?ID=607596
Plat à décor de bateau et deux poissons			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501754	04-501754	Ecouen, musée national de la Renaissance	E.Cl.8344	https://images.grandpalaisrmn.fr/thumb.php/01320868.jpg?ID=727962
Pichet aux animaux			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501853	04-501853	Ecouen, musée national de la Renaissance	E.Cl.9287	https://images.grandpalaisrmn.fr/thumb.php/01319324.jpg?ID=292684
Plat à l'aiguière verte			glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-501817	04-501817	Ecouen, musée national de la Renaissance	E.Cl.8371	https://images.grandpalaisrmn.fr/thumb.php/01317797.jpg?ID=253777
Plat au médaillon flammé			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501934	04-501934	Ecouen, musée national de la Renaissance	E.Cl.9603	https://images.grandpalaisrmn.fr/thumb.php/01316206.jpg?ID=1015890
Plat au sceau de Salomon			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501987	04-501987	Ecouen, musée national de la Renaissance	E.Cl.8232	https://images.grandpalaisrmn.fr/thumb.php/01314671.jpg?ID=786074
Vase aux branches d'églantines			painted,siliceous ceramics,glaze, painted, siliceous ceramics, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501925	04-501925	Ecouen, musée national de la Renaissance	E.Cl.9298	https://images.grandpalaisrmn.fr/thumb.php/01313132.jpg?ID=932933
Plat aux grandes tiges de jacinthe sur fond bleu			painted,siliceous ceramics,glaze, painted, siliceous ceramics, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501960	04-501960	Ecouen, musée national de la Renaissance	E.Cl.8103	https://images.grandpalaisrmn.fr/thumb.php/01311620.jpg?ID=1447185
Pichet à décor de roses et d'oeillets			painted,siliceous ceramics,glaze, painted, siliceous ceramics, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-502048	04-502048	Ecouen, musée national de la Renaissance	E.Cl.8404	https://images.grandpalaisrmn.fr/thumb.php/01305441.jpg?ID=462491
Plat à décor de lion et trois quadrupèdes			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501835	04-501835	Ecouen, musée national de la Renaissance	E.Cl.8525	https://images.grandpalaisrmn.fr/thumb.php/01297697.jpg?ID=892298
Plat aux trois feuilles saz et aux fleurs légères		1580	glaze,painted,siliceous ceramics,gold highlights, glaze, painted, siliceous ceramics, gold highlights	https://images.grandpalaisrmn.fr/ark:/36255/04-501180	04-501180	Ecouen, musée national de la Renaissance	E.Cl.8084	https://images.grandpalaisrmn.fr/thumb.php/01294610.jpg?ID=260253
Plat au sceau de Salomon			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501988	04-501988	Ecouen, musée national de la Renaissance	E.Cl.8232	https://images.grandpalaisrmn.fr/thumb.php/01293077.jpg?ID=807820
Plat à décor de femme coiffée d'un turban			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501830	04-501830	Ecouen, musée national de la Renaissance	E.Cl.8384	https://images.grandpalaisrmn.fr/thumb.php/01288444.jpg?ID=1502397
Grand plat au lambrequin bleu et rouge			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501947	04-501947	Ecouen, musée national de la Renaissance	E.Cl.8092	https://images.grandpalaisrmn.fr/thumb.php/01283750.jpg?ID=758915
Plat à décor rayonnant avec rosette et lambrequins			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502091	04-502091	Ecouen, musée national de la Renaissance	E.Cl.8522	https://images.grandpalaisrmn.fr/thumb.php/01282195.jpg?ID=1437253
Plat aux tulipes bleues et grappes de fleurs bleues			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502321	04-502321	Ecouen, musée national de la Renaissance	E.Cl.8473	https://images.grandpalaisrmn.fr/thumb.php/01280656.jpg?ID=1038706
Grand plat au lambrequin			painted,siliceous ceramics,glaze, painted, siliceous ceramics, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501324	04-501324	Ecouen, musée national de la Renaissance	E.Cl.8436	https://images.grandpalaisrmn.fr/thumb.php/01280652.jpg?ID=618988
Coupe aux lambrequins rouges et bleus			glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-501927	04-501927	Ecouen, musée national de la Renaissance	E.Cl.9301	https://images.grandpalaisrmn.fr/thumb.php/01279104.jpg?ID=997960
Tondino à décor de médaillons en réserve			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501874	04-501874	Ecouen, musée national de la Renaissance	E.Cl.7712	https://images.grandpalaisrmn.fr/thumb.php/01276033.jpg?ID=643626
Coupe à pied à décor d'écailles			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501914	04-501914	Ecouen, musée national de la Renaissance	E.Cl.8395	https://images.grandpalaisrmn.fr/thumb.php/01272955.jpg?ID=1019038
Coupe aux fleurons			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501359	04-501359	Ecouen, musée national de la Renaissance	E.Cl.9305	https://images.grandpalaisrmn.fr/thumb.php/01262079.jpg?ID=255005
Plat aux fleurs blanches et oeillets rouges sur fond bleu lavande			siliceous ceramics,glaze,painted,200407, siliceous ceramics, glaze, painted, 200407	https://images.grandpalaisrmn.fr/ark:/36255/04-502356	04-502356	Ecouen, musée national de la Renaissance	E.Cl.8549	https://images.grandpalaisrmn.fr/thumb.php/01262076.jpg?ID=513200
Plat aux tiges ondulantes et fleuries			glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-502381	04-502381	Ecouen, musée national de la Renaissance	E.Cl.9586	https://images.grandpalaisrmn.fr/thumb.php/01260545.jpg?ID=1511422
Plat à la grande feuille saz meublée d'une branche fleurie			glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-501384	04-501384	Ecouen, musée national de la Renaissance	E.Cl.9595	https://images.grandpalaisrmn.fr/thumb.php/01260540.jpg?ID=1139023
Plat au deux tiges d'oeillets croisées			glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-502300	04-502300	Ecouen, musée national de la Renaissance	E.Cl.8424	https://images.grandpalaisrmn.fr/thumb.php/01259018.jpg?ID=314057
Plat sans marli aux deux feuilles saz formant coeur			glaze,gold highlights,painted,siliceous ceramics, glaze, gold highlights, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-501303	04-501303	Ecouen, musée national de la Renaissance	E.Cl.8336	https://images.grandpalaisrmn.fr/thumb.php/01259017.jpg?ID=1485856
Plat aux écailles vertes et bleues			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502347	04-502347	Ecouen, musée national de la Renaissance	E.Cl.8523	https://images.grandpalaisrmn.fr/thumb.php/01257473.jpg?ID=1264994
Plat aux roses rouges			painted,siliceous ceramics,glaze, painted, siliceous ceramics, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501350	04-501350	Ecouen, musée national de la Renaissance	E.Cl.8506	https://images.grandpalaisrmn.fr/thumb.php/01257470.jpg?ID=270290
Plat aux roses et aux deux palmes			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501179	04-501179	Ecouen, musée national de la Renaissance	E.Cl.21129	https://images.grandpalaisrmn.fr/thumb.php/01252837.jpg?ID=1047806
Plat aux deux palmes			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502185	04-502185	Ecouen, musée national de la Renaissance	E.Cl.8109	https://images.grandpalaisrmn.fr/thumb.php/01251280.jpg?ID=1311818
