titre	auteur	date	technique	lien	system_id	localisation	num_inventaire	image_url
Plat à décor de lion, lièvres et animaux fantastiques sur fond vert			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501769	04-501769	Ecouen, musée national de la Renaissance	E.Cl.8357	https://images.grandpalaisrmn.fr/thumb.php/00424772.jpg?ID=534918
Plat aux roses rouges			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501347	04-501347	Ecouen, musée national de la Renaissance	E.Cl.8506	https://images.grandpalaisrmn.fr/thumb.php/00284131.jpg?ID=607652
Plat au grand buisson fleuri			glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-501971	04-501971	Ecouen, musée national de la Renaissance	ECL8129	https://images.grandpalaisrmn.fr/thumb.php/00120512.jpg?ID=610700
Plat à décor de navire à trois mâts et filets			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501836	04-501836	Ecouen, musée national de la Renaissance	E.Cl.8526	https://images.grandpalaisrmn.fr/thumb.php/00010510.jpg?ID=293367
Pichet aux animaux		1590	siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/23-01727231	23-01727231	Ecouen, musée national de la Renaissance	E.Cl.9287	https://images.grandpalaisrmn.fr/thumb.php/01727231.jpg?ID=309858
Hanap aux tulipes et branches fleuries		1600	siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/23-01727215	23-01727215	Ecouen, musée national de la Renaissance	E.Cl.8408	https://images.grandpalaisrmn.fr/thumb.php/01727215.jpg?ID=306282
Plat à la rosette verte			siliceous ceramics,painted,colour highlights,glaze,gold highlights, siliceous ceramics, painted, colour highlights, glaze, gold highlights	https://images.grandpalaisrmn.fr/ark:/36255/04-501364	04-501364	Ecouen, musée national de la Renaissance	E.Cl.9306	https://images.grandpalaisrmn.fr/thumb.php/01540787.jpg?ID=257932
Grand plat aux lambrequins sur fond bleu lavande et marli rouge			siliceous ceramics,glaze,painted,200407, siliceous ceramics, glaze, painted, 200407	https://images.grandpalaisrmn.fr/ark:/36255/04-502361	04-502361	Ecouen, musée national de la Renaissance	E.Cl.8550	https://images.grandpalaisrmn.fr/thumb.php/01540777.jpg?ID=1516037
Plat aux trois tulipes et tiges ondulantes			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502298	04-502298	Ecouen, musée national de la Renaissance	E.Cl.8423	https://images.grandpalaisrmn.fr/thumb.php/01539227.jpg?ID=262442
Plat à la grande feuille saz sur un bouquet léger de quatre tulipes et roses			siliceous ceramics,glaze,gold highlights, siliceous ceramics, glaze, gold highlights	https://images.grandpalaisrmn.fr/ark:/36255/04-501301	04-501301	Ecouen, musée national de la Renaissance	E.Cl.8334	https://images.grandpalaisrmn.fr/thumb.php/01539223.jpg?ID=1463685
Plat aux trois tulipes et jacinthes			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502255	04-502255	Ecouen, musée national de la Renaissance	E.Cl.8225	https://images.grandpalaisrmn.fr/thumb.php/01529818.jpg?ID=1314553
Plat à motif végétal			glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-501258	04-501258	Ecouen, musée national de la Renaissance	E.Cl.8193	https://images.grandpalaisrmn.fr/thumb.php/01529815.jpg?ID=292449
Plat au bouquet de tulipes et trois roses			glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-502237	04-502237	Ecouen, musée national de la Renaissance	E.Cl.8202	https://images.grandpalaisrmn.fr/thumb.php/01528270.jpg?ID=933991
Plat à la grande feuille sâz et aux trois fleurs			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501240	04-501240	Ecouen, musée national de la Renaissance	E.Cl.8183	https://images.grandpalaisrmn.fr/thumb.php/01528265.jpg?ID=1132144
Plat aux trois fleurons			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502271	04-502271	Ecouen, musée national de la Renaissance	E.Cl.8289	https://images.grandpalaisrmn.fr/thumb.php/01526749.jpg?ID=504407
Plat aux quatre bouquets et cyprès			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501274	04-501274	Ecouen, musée national de la Renaissance	E.Cl.8226	https://images.grandpalaisrmn.fr/thumb.php/01526745.jpg?ID=270861
Plat aux sept bouquets			glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-502199	04-502199	Ecouen, musée national de la Renaissance	E.Cl.8125	https://images.grandpalaisrmn.fr/thumb.php/01525181.jpg?ID=696412
Plat aux cinq oeillets et petits lambrequins			painted,siliceous ceramics,glaze, painted, siliceous ceramics, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501202	04-501202	Ecouen, musée national de la Renaissance	E.Cl.8113	https://images.grandpalaisrmn.fr/thumb.php/01525179.jpg?ID=1759470
Plat au paon bleu			glaze,gold highlights,siliceous ceramics,painted, glaze, gold highlights, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501812	04-501812	Ecouen, musée national de la Renaissance	E.Cl.8366	https://images.grandpalaisrmn.fr/thumb.php/01515865.jpg?ID=501322
Plat à la frise d'animaux passant sur le marli			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501803	04-501803	Ecouen, musée national de la Renaissance	E.Cl.8361	https://images.grandpalaisrmn.fr/thumb.php/01514334.jpg?ID=623171
Grande coupe à pied aux feuilles bleues sur fond rouge			painted,siliceous ceramics,glaze, painted, siliceous ceramics, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501911	04-501911	Ecouen, musée national de la Renaissance	E.Cl.8394	https://images.grandpalaisrmn.fr/thumb.php/01511220.jpg?ID=256837
Plat à la rosace rouge			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501893	04-501893	Ecouen, musée national de la Renaissance	E.Cl.8258	https://images.grandpalaisrmn.fr/thumb.php/01508127.jpg?ID=684189
Grand plat sur fond bleu			glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-501958	04-501958	Ecouen, musée national de la Renaissance	E.Cl.8101	https://images.grandpalaisrmn.fr/thumb.php/01506585.jpg?ID=1302346
Grand plat au bouquet de jacinthes			glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-501967	04-501967	Ecouen, musée national de la Renaissance	E.Cl.8108	https://images.grandpalaisrmn.fr/thumb.php/01505053.jpg?ID=611486
Plat aux oeillets et tulipes			painted,siliceous ceramics,glaze, painted, siliceous ceramics, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501284	04-501284	Ecouen, musée national de la Renaissance	E.Cl.8307	https://images.grandpalaisrmn.fr/thumb.php/01503547.jpg?ID=1313201
Plat aux branches de jacinthes formant coeur			glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-502247	04-502247	Ecouen, musée national de la Renaissance	E.Cl.8217	https://images.grandpalaisrmn.fr/thumb.php/01502002.jpg?ID=484922
Plat à la rosace et aux quatre oiseaux		1650	siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501250	04-501250	Ecouen, musée national de la Renaissance	E.Cl.8189	https://images.grandpalaisrmn.fr/thumb.php/01501997.jpg?ID=441991
Plat aux sept bouquets			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502200	04-502200	Ecouen, musée national de la Renaissance	E.Cl.8125	https://images.grandpalaisrmn.fr/thumb.php/01500458.jpg?ID=696212
Plat aux cinq oeillets et petits lambrequins			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501203	04-501203	Ecouen, musée national de la Renaissance	E.Cl.8113	https://images.grandpalaisrmn.fr/thumb.php/01500457.jpg?ID=1416790
Plat au médaillon meublé de tulipes et rosettes			glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-502256	04-502256	Ecouen, musée national de la Renaissance	E.Cl.8234	https://images.grandpalaisrmn.fr/thumb.php/01498941.jpg?ID=683850
Plat aux deux feuilles saz et double agrafe			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501259	04-501259	Ecouen, musée national de la Renaissance	E.Cl.8197	https://images.grandpalaisrmn.fr/thumb.php/01498939.jpg?ID=1341291
Plat à décor de bouquet jaillissant			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501178	04-501178	Ecouen, musée national de la Renaissance	E.Cl.21127	https://images.grandpalaisrmn.fr/thumb.php/01497387.jpg?ID=1304383
Grand plat sur fond bleu			painted,siliceous ceramics,glaze, painted, siliceous ceramics, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501959	04-501959	Ecouen, musée national de la Renaissance	E.Cl.8101	https://images.grandpalaisrmn.fr/thumb.php/01491249.jpg?ID=798118
Plat aux tulipes bleues et fleurs jaunes			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501977	04-501977	Ecouen, musée national de la Renaissance	E.Cl.8192	https://images.grandpalaisrmn.fr/thumb.php/01489731.jpg?ID=1518750
Plat aux grandes arcatures			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502011	04-502011	Ecouen, musée national de la Renaissance	E.Cl.8267	https://images.grandpalaisrmn.fr/thumb.php/01486568.jpg?ID=286758
Plat aux branches cassées d'oeillets et tulipes			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-502058	04-502058	Ecouen, musée national de la Renaissance	E.Cl.8418	https://images.grandpalaisrmn.fr/thumb.php/01484992.jpg?ID=1511785
Plat au bouquet souple de tulipes et d'oeillets			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502067	04-502067	Ecouen, musée national de la Renaissance	E.Cl.8442	https://images.grandpalaisrmn.fr/thumb.php/01483431.jpg?ID=1094668
Plat aux dix festons			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501993	04-501993	Ecouen, musée national de la Renaissance	E.Cl.8244	https://images.grandpalaisrmn.fr/thumb.php/01480336.jpg?ID=982318
Plat aux fleurs blanches et oeillets rouges sur fond bleu lavande			siliceous ceramics,glaze,painted,200407, siliceous ceramics, glaze, painted, 200407	https://images.grandpalaisrmn.fr/ark:/36255/04-502355	04-502355	Ecouen, musée national de la Renaissance	E.Cl.8549	https://images.grandpalaisrmn.fr/thumb.php/01477293.jpg?ID=934593
Plat aux demi-fleurons			glaze,gold highlights,siliceous ceramics,painted, glaze, gold highlights, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501358	04-501358	Ecouen, musée national de la Renaissance	E.Cl.8546	https://images.grandpalaisrmn.fr/thumb.php/01477251.jpg?ID=1414715
Plat à décor de grande feuille sâz, rosettes et fleurons			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502337	04-502337	Ecouen, musée national de la Renaissance	E.Cl.8507	https://images.grandpalaisrmn.fr/thumb.php/01475715.jpg?ID=1427475
Plat aux bouquet entre deux palmes et deux tiges de jacinthes			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501340	04-501340	Ecouen, musée national de la Renaissance	E.CL.8475	https://images.grandpalaisrmn.fr/thumb.php/01475708.jpg?ID=1001680
Pichet aux animaux			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502371	04-502371	Ecouen, musée national de la Renaissance	E.Cl.9287	https://images.grandpalaisrmn.fr/thumb.php/01474176.jpg?ID=261803
Plat aux branches cassées et à la grande feuille sâz			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501374	04-501374	Ecouen, musée national de la Renaissance	E.Cl.9580	https://images.grandpalaisrmn.fr/thumb.php/01474175.jpg?ID=1503035
Plat à la grande feuille saz et aux oeillets rouges			siliceous ceramics,painted,glaze,gold highlights, siliceous ceramics, painted, glaze, gold highlights	https://images.grandpalaisrmn.fr/ark:/36255/04-501302	04-501302	Ecouen, musée national de la Renaissance	E.Cl.8335	https://images.grandpalaisrmn.fr/thumb.php/01472678.jpg?ID=612960
Plat aux trois tulipes et tiges ondulantes			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502299	04-502299	Ecouen, musée national de la Renaissance	E.Cl.8423	https://images.grandpalaisrmn.fr/thumb.php/01472639.jpg?ID=966827
Plat à la grande palme fleurie et tiges fleuries			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501401	04-501401	Ecouen, musée national de la Renaissance	E.Cl.8447	https://images.grandpalaisrmn.fr/thumb.php/01471085.jpg?ID=420659
Plat à décor de femme à la culotte bouffante			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501824	04-501824	Ecouen, musée national de la Renaissance	E.Cl.8378	https://images.grandpalaisrmn.fr/thumb.php/01466500.jpg?ID=481688
Hanap aux quinze barques sur fond gris			glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-502050	04-502050	Ecouen, musée national de la Renaissance	E.Cl.8406	https://images.grandpalaisrmn.fr/thumb.php/01461829.jpg?ID=607831
Grand plat à la rosace aux six branches festonnées			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502032	04-502032	Ecouen, musée national de la Renaissance	E.Cl.8322	https://images.grandpalaisrmn.fr/thumb.php/01460292.jpg?ID=739943
Plat à la feuille d'érable			painted,siliceous ceramics,glaze, painted, siliceous ceramics, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-502005	04-502005	Ecouen, musée national de la Renaissance	E.Cl.8256	https://images.grandpalaisrmn.fr/thumb.php/01458683.jpg?ID=1416605
Grand plat au médaillon gris-bleu			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502086	04-502086	Ecouen, musée national de la Renaissance	E.Cl.8504	https://images.grandpalaisrmn.fr/thumb.php/01457111.jpg?ID=867120
Plat au bouquet de tulipes bleues et de roses			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502238	04-502238	Ecouen, musée national de la Renaissance	E.Cl.8206	https://images.grandpalaisrmn.fr/thumb.php/01455627.jpg?ID=1311633
Plat aux roses et tulipes mouchetées de rouge entrelacées		1580	glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501241	04-501241	Ecouen, musée national de la Renaissance	E.Cl.8143	https://images.grandpalaisrmn.fr/thumb.php/01455591.jpg?ID=777901
Plat à la branche de sept tulipes			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501268	04-501268	Ecouen, musée national de la Renaissance	E.Cl.8223	https://images.grandpalaisrmn.fr/thumb.php/01454098.jpg?ID=1428199
Plat aux petits motifs cordiformes sur fond de spirales			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502265	04-502265	Ecouen, musée national de la Renaissance	E.Cl.8286	https://images.grandpalaisrmn.fr/thumb.php/01454063.jpg?ID=1349928
Plat à la femme à la tulipe			siliceous ceramics,glaze,gold highlights,painted, siliceous ceramics, glaze, gold highlights, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501823	04-501823	Ecouen, musée national de la Renaissance	E.Cl.8375	https://images.grandpalaisrmn.fr/thumb.php/01446315.jpg?ID=488648
Plat à l'oiseau et à la pivoine			painted,siliceous ceramics,glaze, painted, siliceous ceramics, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501814	04-501814	Ecouen, musée national de la Renaissance	E.Cl.8368	https://images.grandpalaisrmn.fr/thumb.php/01444762.jpg?ID=1418552
Plat aux quatre fleurons			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501968	04-501968	Ecouen, musée national de la Renaissance	E.Cl.8116	https://images.grandpalaisrmn.fr/thumb.php/01443227.jpg?ID=1454563
Grand plat au marli festonné			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501906	04-501906	Ecouen, musée national de la Renaissance	E.Cl.8326	https://images.grandpalaisrmn.fr/thumb.php/01441682.jpg?ID=1101640
Plat aux six rosettes			glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-501942	04-501942	Ecouen, musée national de la Renaissance	E.Cl.21128	https://images.grandpalaisrmn.fr/thumb.php/01440189.jpg?ID=1033430
Plat à la rosace aux huit grands festons			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502075	04-502075	Ecouen, musée national de la Renaissance	E.Cl.8485	https://images.grandpalaisrmn.fr/thumb.php/01435498.jpg?ID=262158
Plat aux tiges ondulantes			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502057	04-502057	Ecouen, musée national de la Renaissance	E.Cl.8415	https://images.grandpalaisrmn.fr/thumb.php/01433975.jpg?ID=861716
Pichet aux écailles bleues			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502039	04-502039	Ecouen, musée national de la Renaissance	E.Cl.8398	https://images.grandpalaisrmn.fr/thumb.php/01432442.jpg?ID=260790
Plat au bouquet souple de tulipes et d'oeillets			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502066	04-502066	Ecouen, musée national de la Renaissance	E.Cl.8442	https://images.grandpalaisrmn.fr/thumb.php/01430879.jpg?ID=1501930
Plat à décor de quatre animaux sur fond bleu			painted,siliceous ceramics,glaze, painted, siliceous ceramics, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501783	04-501783	Ecouen, musée national de la Renaissance	E.Cl.8358	https://images.grandpalaisrmn.fr/thumb.php/01427749.jpg?ID=259933
Plat aux six branches fleuries ondulantes			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-502246	04-502246	Ecouen, musée national de la Renaissance	E.Cl.8215	https://images.grandpalaisrmn.fr/thumb.php/01426209.jpg?ID=437130
Plat aux quatre fleurs en bouquet léger		1575	siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501249	04-501249	Ecouen, musée national de la Renaissance	E.Cl.8188	https://images.grandpalaisrmn.fr/thumb.php/01426207.jpg?ID=1317197
"Plat dit au ""jeune homme à la lettre"""			painted,siliceous ceramics,glaze, painted, siliceous ceramics, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501822	04-501822	Ecouen, musée national de la Renaissance	E.Cl.8374	https://images.grandpalaisrmn.fr/thumb.php/01424666.jpg?ID=805144
Plat à décor de femme et de fleurs			glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-501831	04-501831	Ecouen, musée national de la Renaissance	E.Cl.8387	https://images.grandpalaisrmn.fr/thumb.php/01423112.jpg?ID=1454575
Plat à la frise d'animaux passant sur le marli			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501795	04-501795	Ecouen, musée national de la Renaissance	E.Cl.8361	https://images.grandpalaisrmn.fr/thumb.php/01421576.jpg?ID=794172
Plat à décor de lièvre, chien, antilope et petit oiseau			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501804	04-501804	Ecouen, musée national de la Renaissance	E.Cl.8362	https://images.grandpalaisrmn.fr/thumb.php/01419990.jpg?ID=1465820
Plat à décor de bouquet léger aux branches cassées			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501976	04-501976	Ecouen, musée national de la Renaissance	E.Cl.8176	https://images.grandpalaisrmn.fr/thumb.php/01418447.jpg?ID=1312939
Petit pichet au rinceau sur fond bleu			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501921	04-501921	Ecouen, musée national de la Renaissance	E.Cl.8539	https://images.grandpalaisrmn.fr/thumb.php/01416912.jpg?ID=270269
Plat aux six rosettes			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501940	04-501940	Ecouen, musée national de la Renaissance	E.Cl.21128	https://images.grandpalaisrmn.fr/thumb.php/01415360.jpg?ID=1422535
Plat à la rosace rouge			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501894	04-501894	Ecouen, musée national de la Renaissance	E.Cl.8258	https://images.grandpalaisrmn.fr/thumb.php/01413827.jpg?ID=820055
Grand plat au lambrequin bleu et rouge			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501949	04-501949	Ecouen, musée national de la Renaissance	E.Cl.8092	https://images.grandpalaisrmn.fr/thumb.php/01412297.jpg?ID=269892
Plat au médaillon			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501985	04-501985	Ecouen, musée national de la Renaissance	E.Cl.8222	https://images.grandpalaisrmn.fr/thumb.php/01410747.jpg?ID=608337
Plat aux tulipes rouges et fleurs jaunes			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501400	04-501400	Ecouen, musée national de la Renaissance	E.Cl.8151	https://images.grandpalaisrmn.fr/thumb.php/01407720.jpg?ID=1524695
Plat aux hautes tiges de tulipes et d'oeillets			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/05-527338	05-527338	Ecouen, musée national de la Renaissance	E.Cl.8139	https://images.grandpalaisrmn.fr/thumb.php/01404632.jpg?ID=931782
Plat aux tiges fleuries et au rinceau bleu et vert			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502181	04-502181	Ecouen, musée national de la Renaissance	E.Cl.21126	https://images.grandpalaisrmn.fr/thumb.php/01401569.jpg?ID=776642
Plat aux deux feuilles saz formant coeur et au bouquet symétrique			siliceous ceramics,painted,glaze,gold highlights, siliceous ceramics, painted, glaze, gold highlights	https://images.grandpalaisrmn.fr/ark:/36255/04-501184	04-501184	Ecouen, musée national de la Renaissance	E.Cl.8085	https://images.grandpalaisrmn.fr/thumb.php/01401567.jpg?ID=279856
Pichet aux tulipes bleues et branches fleuries rouges			painted,siliceous ceramics,glaze, painted, siliceous ceramics, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-502100	04-502100	Ecouen, musée national de la Renaissance	E.Cl.8542	https://images.grandpalaisrmn.fr/thumb.php/01399989.jpg?ID=741259
Plat au bouquet fin			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502345	04-502345	Ecouen, musée national de la Renaissance	E.Cl.8514	https://images.grandpalaisrmn.fr/thumb.php/01395393.jpg?ID=328589
Plat aux roses rouges			painted,siliceous ceramics,glaze, painted, siliceous ceramics, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501348	04-501348	Ecouen, musée national de la Renaissance	E.Cl.8506	https://images.grandpalaisrmn.fr/thumb.php/01395390.jpg?ID=1095245
Grand plat aux cinq fleurons			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502336	04-502336	Ecouen, musée national de la Renaissance	E.Cl.8505	https://images.grandpalaisrmn.fr/thumb.php/01393925.jpg?ID=271204
Plat aux bouquet entre deux palmes et deux tiges de jacinthes			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501339	04-501339	Ecouen, musée national de la Renaissance	E.CL.8475	https://images.grandpalaisrmn.fr/thumb.php/01393887.jpg?ID=1172538
Plat à décor rayonnant			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-502023	04-502023	Ecouen, musée national de la Renaissance	E.Cl.8300	https://images.grandpalaisrmn.fr/thumb.php/01392295.jpg?ID=1130357
Plat au bouquet de cinq oeillets et deux tulipes			siliceous ceramics,glaze, siliceous ceramics, glaze	https://images.grandpalaisrmn.fr/ark:/36255/05-521954	05-521954	Ecouen, musée national de la Renaissance	E.Cl.8110	https://images.grandpalaisrmn.fr/thumb.php/01390747.jpg?ID=294500
Plat à décor de lèvres de Bouddha et quatre sequins			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502014	04-502014	Ecouen, musée national de la Renaissance	E.Cl.8275	https://images.grandpalaisrmn.fr/thumb.php/01390725.jpg?ID=271425
Grand plat aux fleurons rouges et verts			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-502103	04-502103	Ecouen, musée national de la Renaissance	E.Cl.8547	https://images.grandpalaisrmn.fr/thumb.php/01389159.jpg?ID=917091
Petite aiguière aux oeillets et tulipes			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502112	04-502112	Ecouen, musée national de la Renaissance	E.Cl.9291	https://images.grandpalaisrmn.fr/thumb.php/01386029.jpg?ID=944252
Plat aux trois tiges recourbées			painted,siliceous ceramics,glaze, painted, siliceous ceramics, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-502230	04-502230	Ecouen, musée national de la Renaissance	E.Cl.8165	https://images.grandpalaisrmn.fr/thumb.php/01382945.jpg?ID=1031449
